,Combat Tasks,,File -> Make a Copy to Edit, Showing:  0/2470, Completed:  0/2470,,,"Last Updated: Feb 24, 2025",
FALSE,FALSE,Kree'arra,The Worst Ranged Weapon,Kill Kree'arra by only dealing damage to him with a salamander.,Restriction,6,https://oldschool.runescape.wiki/w/The%20Worst%20Ranged%20Weapon,,0
FALSE,FALSE,Kurask,Master of Broad Weaponry,Kill a Kurask.,Kill Count,2,https://oldschool.runescape.wiki/w/Master%20of%20Broad%20Weaponry,,0
FALSE,FALSE,Leviathan,Leviathan Adept,Kill the Leviathan once.,Kill Count,4,https://oldschool.runescape.wiki/w/Leviathan%20Adept,,0
FALSE,FALSE,Leviathan,Leviathan Speed-Trialist,Kill the Leviathan in less than 1:50 without a slayer task.,Speed,4,https://oldschool.runescape.wiki/w/Leviathan%20Speed-Trialist,,0
FALSE,FALSE,Leviathan,Serpentine Solo,Kill the Leviathan without stunning the boss more than once.,Mechanical,5,https://oldschool.runescape.wiki/w/Serpentine%20Solo,,0
FALSE,FALSE,Leviathan,Leviathan Master,Kill the Leviathan 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Leviathan%20Master,,0
FALSE,FALSE,Leviathan,Leviathan Speed-Chaser,Kill the Leviathan in less than 1:25 without a slayer task.,Speed,5,https://oldschool.runescape.wiki/w/Leviathan%20Speed-Chaser,,0
FALSE,FALSE,Leviathan,Perfect Leviathan,Kill the Leviathan perfectly 5 times without leaving.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Leviathan,,0
FALSE,FALSE,Leviathan,Leviathan Speed-Runner,Kill the Leviathan in less than 1:10 without a slayer task.,Speed,6,https://oldschool.runescape.wiki/w/Leviathan%20Speed-Runner,,0
FALSE,FALSE,Leviathan,Leviathan Sleeper,Kill the Awakened Leviathan.,Kill Count,6,https://oldschool.runescape.wiki/w/Leviathan%20Sleeper,,0
FALSE,FALSE,Leviathan,Unconventional,Kill the Leviathan using only Mithril ammunition whilst having no more than 25 Hitpoints throughout the entire fight.,Restriction,6,https://oldschool.runescape.wiki/w/Unconventional,,0
FALSE,FALSE,Lizardman Shaman,Shayzien Protector,Kill a Lizardman Shaman in Molch which has not dealt damage to anyone. (excluding its Spawns),Perfection,1,https://oldschool.runescape.wiki/w/Shayzien%20Protector,,0
FALSE,FALSE,Lizardman Shaman,A Scaley Encounter,Kill a Lizardman Shaman.,Kill Count,1,https://oldschool.runescape.wiki/w/A%20Scaley%20Encounter,,0
FALSE,FALSE,Moons of Peril,Back to Our Roots,Defeat all three Moons in one run using only a Dragon Scimitar.,Restriction,2,https://oldschool.runescape.wiki/w/Back%20to%20Our%20Roots,,0
FALSE,FALSE,Moons of Peril,Moons of Peril Speed-Trialist,Defeat all three Moons in one run in under 8 minutes.,Speed,2,https://oldschool.runescape.wiki/w/Moons%20of%20Peril%20Speed-Trialist,,0
FALSE,FALSE,Moons of Peril,Perilous Novice,Open the Reward Chest 5 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Perilous%20Novice,,0
FALSE,FALSE,Moons of Peril,Lunar Triplet,Open the Reward Chest after defeating all three Moons.,Kill Count,2,https://oldschool.runescape.wiki/w/Lunar%20Triplet,,0
FALSE,FALSE,Moons of Peril,Moons of Peril Speed-Chaser,Defeat all three Moons in one run in under 6 minutes.,Speed,3,https://oldschool.runescape.wiki/w/Moons%20of%20Peril%20Speed-Chaser,,0
FALSE,FALSE,Moons of Peril,Fortified,Defeat a Moon without consuming any supplies.,Restriction,3,https://oldschool.runescape.wiki/w/Fortified,,0
FALSE,FALSE,Moons of Peril,Perilous Dancer,Defeat all the Moons in one run while only taking damage from regular attacks.,Perfection,3,https://oldschool.runescape.wiki/w/Perilous%20Dancer,,0
FALSE,FALSE,Moons of Peril,Betrayal,Defeat a Moon using its associated weapon drop.,Restriction,3,https://oldschool.runescape.wiki/w/Betrayal,,0
FALSE,FALSE,Moons of Peril,Perilous Champion,Open the Reward Chest 25 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Perilous%20Champion,,0
FALSE,FALSE,Moons of Peril,Fat of the Land,Defeat 30 Moons of Peril without leaving the dungeon.,Stamina,3,https://oldschool.runescape.wiki/w/Fat%20of%20the%20Land,,0
FALSE,FALSE,Moons of Peril,The Clone Zone,Defeat the Eclipse moon by only attacking its clones.,Mechanical,3,https://oldschool.runescape.wiki/w/The%20Clone%20Zone,,0
FALSE,FALSE,Moons of Peril,High Hitter,Defeat a Moon before they start their second special attack.,Mechanical,4,https://oldschool.runescape.wiki/w/High%20Hitter,,0
FALSE,FALSE,N/A,Into the Den of Giants,"Kill a Hill Giant, Moss Giant and Fire Giant in the Giant Cave within the Shayzien region.",Kill Count,1,https://oldschool.runescape.wiki/w/Into%20the%20Den%20of%20Giants,,0
FALSE,FALSE,N/A,Sit Back and Relax,Deal 100 damage to creatures using undead thralls.,Mechanical,2,https://oldschool.runescape.wiki/w/Sit%20Back%20and%20Relax,,0
FALSE,FALSE,Nex,Nex Survivors,Kill Nex without anyone dying.,Restriction,4,https://oldschool.runescape.wiki/w/Nex%20Survivors,,0
FALSE,FALSE,Nex,Nex Veteran,Kill Nex once.,Kill Count,4,https://oldschool.runescape.wiki/w/Nex%20Veteran,,0
FALSE,FALSE,Nex,Nex Trio,Kill Nex with three or less players at the start of the fight.,Restriction,5,https://oldschool.runescape.wiki/w/Nex%20Trio,,0
FALSE,FALSE,Nex,Contain this!,Kill Nex without anyone taking damage from any Ice special attack.,Mechanical,5,https://oldschool.runescape.wiki/w/Contain%20this%21,,0
FALSE,FALSE,Nex,Nex Master,Kill Nex 25 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Nex%20Master,,0
FALSE,FALSE,Nex,Shadows Move...,Kill Nex without anyone being hit by the Shadow Smash attack.,Mechanical,5,https://oldschool.runescape.wiki/w/Shadows%20Move...,,0
FALSE,FALSE,Nex,There is no escape!,Kill Nex without anyone being hit by the Smoke Dash special attack.,Mechanical,5,https://oldschool.runescape.wiki/w/There%20is%20no%20escape%21,,0
FALSE,FALSE,Nex,A siphon will solve this,Kill Nex without letting her heal from her Blood Siphon special attack.,Mechanical,5,https://oldschool.runescape.wiki/w/A%20siphon%20will%20solve%20this,,0
FALSE,FALSE,Nex,Nex Duo,Kill Nex with two or less players at the start of the fight.,Restriction,6,https://oldschool.runescape.wiki/w/Nex%20Duo,,0
FALSE,FALSE,Nex,Perfect Nex,"Kill Nex whilst completing the requirements for ""There is no escape"", ""Shadows move"", ""A siphon will solve this"", and ""Contain this!""",Perfection,6,https://oldschool.runescape.wiki/w/Perfect%20Nex,,0
FALSE,FALSE,Nex,I should see a doctor,Kill Nex whilst a player is coughing.,Restriction,6,https://oldschool.runescape.wiki/w/I%20should%20see%20a%20doctor,,0
FALSE,FALSE,Obor,Obor Novice,Kill Obor once.,Kill Count,1,https://oldschool.runescape.wiki/w/Obor%20Novice,,0
FALSE,FALSE,Obor,Fighting as Intended,Kill Obor on a free to play world.,Restriction,1,https://oldschool.runescape.wiki/w/Fighting%20as%20Intended,,0
FALSE,FALSE,Obor,Sleeping Giant,Kill Obor whilst he is immobilized.,Mechanical,1,https://oldschool.runescape.wiki/w/Sleeping%20Giant,,0
FALSE,FALSE,Obor,Back to the Wall,Kill Obor without being pushed back more than one square by his knockback attack.,Mechanical,2,https://oldschool.runescape.wiki/w/Back%20to%20the%20Wall,,0
FALSE,FALSE,Obor,Squashing the Giant,Kill Obor without taking any damage off prayer.,Perfection,2,https://oldschool.runescape.wiki/w/Squashing%20the%20Giant,,0
FALSE,FALSE,Obor,Obor Champion,Kill Obor 5 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Obor%20Champion,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Adept,Kill the Phantom Muspah.,Kill Count,3,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Adept,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Veteran,Kill the Phantom Muspah 25 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Veteran,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Speed-Trialist,Kill the Phantom Muspah in less than 3 minutes without a slayer task.,Speed,4,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Speed-Trialist,,0
FALSE,FALSE,Phantom Muspah,Versatile Drainer,Drain the Phantom Muspah's Prayer with three different sources in one kill.,Mechanical,4,https://oldschool.runescape.wiki/w/Versatile%20Drainer,,0
FALSE,FALSE,Phantom Muspah,Can't Escape,Kill the Phantom Muspah without running.,Restriction,4,https://oldschool.runescape.wiki/w/Can%27t%20Escape,,0
FALSE,FALSE,Phantom Muspah,More than just a ranged weapon,Kill the Phantom Muspah by only dealing damage to it with a salamander.,Restriction,5,https://oldschool.runescape.wiki/w/More%20than%20just%20a%20ranged%20weapon,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Speed-Chaser,Kill the Phantom Muspah in less than 2 minutes without a slayer task.,Speed,5,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Speed-Chaser,,0
FALSE,FALSE,Phantom Muspah,Essence Farmer,Kill the Phantom Muspah 10 times in one trip.,Stamina,5,https://oldschool.runescape.wiki/w/Essence%20Farmer,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Master,Kill the Phantom Muspah 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Master,,0
FALSE,FALSE,Phantom Muspah,Walk Straight Pray True,Kill the Phantom Muspah without taking any avoidable damage.,Perfection,5,https://oldschool.runescape.wiki/w/Walk%20Straight%20Pray%20True,,0
FALSE,FALSE,Phantom Muspah,Space is Tight,Kill the Phantom Muspah whilst it is surrounded by spikes.,Mechanical,5,https://oldschool.runescape.wiki/w/Space%20is%20Tight,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Manipulator,"Kill the Phantom Muspah whilst completing Walk Straight Pray True, Space is Tight & Can't Escape.",Perfection,6,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Manipulator,,0
FALSE,FALSE,Phantom Muspah,Phantom Muspah Speed-Runner,Kill the Phantom Muspah in less than 1 minute and 30 seconds without a slayer task.,Speed,6,https://oldschool.runescape.wiki/w/Phantom%20Muspah%20Speed-Runner,,0
FALSE,FALSE,Phosani's Nightmare,Phosani's Veteran,Kill Phosani's Nightmare once.,Kill Count,4,https://oldschool.runescape.wiki/w/Phosani%27s%20Veteran,,0
FALSE,FALSE,Phosani's Nightmare,Phosani's Speedchaser,Defeat Phosani's Nightmare within 9 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Phosani%27s%20Speedchaser,,0
FALSE,FALSE,Phosani's Nightmare,Phosani's Master,Kill Phosani's Nightmare 5 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Phosani%27s%20Master,,0
FALSE,FALSE,Phosani's Nightmare,I Would Simply React,Kill Phosani's Nightmare without allowing your prayer to be disabled.,Mechanical,5,https://oldschool.runescape.wiki/w/I%20Would%20Simply%20React,,0
FALSE,FALSE,Phosani's Nightmare,Crush Hour,Kill Phosani's Nightmare while killing every parasite and husk in one hit.,Mechanical,5,https://oldschool.runescape.wiki/w/Crush%20Hour,,0
FALSE,FALSE,Phosani's Nightmare,Dreamland Express,Kill Phosani's Nightmare without a sleepwalker reaching her during her desperation phase.,Mechanical,5,https://oldschool.runescape.wiki/w/Dreamland%20Express,,0
FALSE,FALSE,Phosani's Nightmare,Phosani's Speedrunner,Defeat Phosani's Nightmare within 7:30 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Phosani%27s%20Speedrunner,,0
FALSE,FALSE,Phosani's Nightmare,Perfect Phosani's Nightmare,"Kill Phosani's Nightmare while only taking damage from husks, power blasts and weakened Parasites. Also, without having your attacks slowed by the Nightmare Spores or letting a Sleepwalker reach Phosani's Nightmare.",Perfection,6,https://oldschool.runescape.wiki/w/Perfect%20Phosani%27s%20Nightmare,,0
FALSE,FALSE,Phosani's Nightmare,Can't Wake Up,Kill Phosani's Nightmare 5 times in a row without leaving Phosani's Dream.,Stamina,6,https://oldschool.runescape.wiki/w/Can%27t%20Wake%20Up,,0
FALSE,FALSE,Phosani's Nightmare,Phosani's Grandmaster,Kill Phosani's Nightmare 25 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Phosani%27s%20Grandmaster,,0
FALSE,FALSE,Sarachnis,Sarachnis Novice,Kill Sarachnis 10 times.,Kill Count,1,https://oldschool.runescape.wiki/w/Sarachnis%20Novice,,0
FALSE,FALSE,Sarachnis,Newspaper Enthusiast,Kill Sarachnis with a crush weapon.,Restriction,2,https://oldschool.runescape.wiki/w/Newspaper%20Enthusiast,,0
FALSE,FALSE,Sarachnis,Sarachnis Champion,Kill Sarachnis 25 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Sarachnis%20Champion,,0
FALSE,FALSE,Sarachnis,Inspect Repellent,Kill Sarachnis without her dealing damage to anyone.,Perfection,3,https://oldschool.runescape.wiki/w/Inspect%20Repellent,,0
FALSE,FALSE,Sarachnis,Ready to Pounce,Kill Sarachnis without her using her range attack twice in a row.,Mechanical,3,https://oldschool.runescape.wiki/w/Ready%20to%20Pounce,,0
FALSE,FALSE,Scorpia,Guardians No More,Kill Scorpia without killing her guardians.,Restriction,3,https://oldschool.runescape.wiki/w/Guardians%20No%20More,,0
FALSE,FALSE,Scorpia,I Can't Reach That,Kill Scorpia without taking any damage from her.,Perfection,3,https://oldschool.runescape.wiki/w/I%20Can%27t%20Reach%20That,,0
FALSE,FALSE,Scorpia,Scorpia Adept,Kill Scorpia 10 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Scorpia%20Adept,,0
FALSE,FALSE,Scorpia,Scorpia Veteran,Kill Scorpia 25 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Scorpia%20Veteran,,0
FALSE,FALSE,Scurrius,Scurrius Novice,Kill Scurrius once.,Kill Count,1,https://oldschool.runescape.wiki/w/Scurrius%20Novice,,0
FALSE,FALSE,Scurrius,Sit Rat,Finish off Scurrius with a ratbane weapon in a private instance.,Restriction,1,https://oldschool.runescape.wiki/w/Sit%20Rat,,0
FALSE,FALSE,Scurrius,Scurrius Champion,Kill Scurrius 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Scurrius%20Champion,,0
FALSE,FALSE,Scurrius,Perfect Scurrius,Kill Scurrius in a private instance without taking damage from the following attacks: Tail Swipe and Falling Bricks. Pray correctly against the following attacks: Flying Fur and Bolt of Electricity.,Perfection,2,https://oldschool.runescape.wiki/w/Perfect%20Scurrius,,0
FALSE,FALSE,Scurrius,Efficient Pest Control,Kill 6 Giant Rats within Scurrius' lair in 3 seconds,Mechanical,2,https://oldschool.runescape.wiki/w/Efficient%20Pest%20Control,,0
FALSE,FALSE,Skeletal Wyvern,A Frozen Foe from the Past,Kill a Skeletal Wyvern,Kill Count,2,https://oldschool.runescape.wiki/w/A%20Frozen%20Foe%20from%20the%20Past,,0
FALSE,FALSE,Skotizo,Demonbane Weaponry,Kill Skotizo with a demonbane weapon equipped.,Restriction,2,https://oldschool.runescape.wiki/w/Demonbane%20Weaponry,,0
FALSE,FALSE,Skotizo,Skotizo Champion,Kill Skotizo once.,Kill Count,2,https://oldschool.runescape.wiki/w/Skotizo%20Champion,,0
FALSE,FALSE,Skotizo,Demonic Weakening,Kill Skotizo with no altars active.,Mechanical,2,https://oldschool.runescape.wiki/w/Demonic%20Weakening,,0
FALSE,FALSE,Skotizo,Skotizo Adept,Kill Skotizo 5 times.,Kill Count,3,https://oldschool.runescape.wiki/w/Skotizo%20Adept,,0
FALSE,FALSE,Skotizo,Demon Evasion,Kill Skotizo without taking any damage.,Perfection,4,https://oldschool.runescape.wiki/w/Demon%20Evasion,,0
FALSE,FALSE,Skotizo,Up for the Challenge,Kill Skotizo without equipping a demonbane weapon.,Restriction,4,https://oldschool.runescape.wiki/w/Up%20for%20the%20Challenge,,0
FALSE,FALSE,Skotizo,Precise Positioning,Kill Skotizo with the final source of damage being a Chinchompa explosion.,Restriction,5,https://oldschool.runescape.wiki/w/Precise%20Positioning,,0
FALSE,FALSE,Tempoross,Calm Before the Storm,Repair either a mast or a totem pole.,Mechanical,1,https://oldschool.runescape.wiki/w/Calm%20Before%20the%20Storm,,0
FALSE,FALSE,Tempoross,Master of Buckets,Extinguish at least 5 fires during a single Tempoross fight.,Mechanical,1,https://oldschool.runescape.wiki/w/Master%20of%20Buckets,,0
FALSE,FALSE,Tempoross,Tempoross Novice,Subdue Tempoross 5 times.,Kill Count,1,https://oldschool.runescape.wiki/w/Tempoross%20Novice,,0
FALSE,FALSE,Tempoross,Fire in the Hole!,Attack Tempoross from both sides by loading both cannons on both ships.,Mechanical,1,https://oldschool.runescape.wiki/w/Fire%20in%20the%20Hole%21,,0
FALSE,FALSE,Tempoross,Tempoross Champion,Subdue Tempoross 10 times.,Kill Count,2,https://oldschool.runescape.wiki/w/Tempoross%20Champion,,0
FALSE,FALSE,Tempoross,The Lone Angler,"Subdue Tempoross alone without getting hit by any fires, torrents or waves.",Perfection,2,https://oldschool.runescape.wiki/w/The%20Lone%20Angler,,0
FALSE,FALSE,Tempoross,Dress Like You Mean It,Subdue Tempoross while wearing any variation of the angler outfit.,Restriction,3,https://oldschool.runescape.wiki/w/Dress%20Like%20You%20Mean%20It,,0
FALSE,FALSE,Tempoross,Why Cook?,"Subdue Tempoross, getting rewarded with 10 reward permits from a single Tempoross fight.",Mechanical,3,https://oldschool.runescape.wiki/w/Why%20Cook%3F,,0
FALSE,FALSE,The Mimic,Mimic Veteran,Kill the Mimic once.,Kill Count,4,https://oldschool.runescape.wiki/w/Mimic%20Veteran,,0
FALSE,FALSE,The Nightmare,Nightmare Adept,Kill The Nightmare once.,Kill Count,3,https://oldschool.runescape.wiki/w/Nightmare%20Adept,,0
FALSE,FALSE,The Nightmare,Nightmare (Solo) Speed-Trialist,Defeat the Nightmare (Solo) in less than 23 minutes.,Speed,4,https://oldschool.runescape.wiki/w/Nightmare%20%28Solo%29%20Speed-Trialist,,0
FALSE,FALSE,The Nightmare,Sleep Tight,Kill the Nightmare solo.,Restriction,4,https://oldschool.runescape.wiki/w/Sleep%20Tight,,0
FALSE,FALSE,The Nightmare,Nightmare Veteran,Kill The Nightmare 25 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Nightmare%20Veteran,,0
FALSE,FALSE,The Nightmare,Explosion!,Kill two Husks at the same time.,Mechanical,4,https://oldschool.runescape.wiki/w/Explosion%21,,0
FALSE,FALSE,The Nightmare,Nightmare (5-Scale) Speed-Trialist,Defeat the Nightmare (5-scale) in less than 5 minutes.,Speed,4,https://oldschool.runescape.wiki/w/Nightmare%20%285-Scale%29%20Speed-Trialist,,0
FALSE,FALSE,The Nightmare,Perfect Nightmare,"Kill the Nightmare without any player taking damage from the following attacks: Nightmare rifts, an un-cured parasite explosion, Corpse flowers or the Nightmare's Surge. Also, no player can take damage off prayer or have their attacks slowed by the Nightmare spores.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Nightmare,,0
FALSE,FALSE,The Nightmare,Nightmare (5-Scale) Speed-Chaser,Defeat the Nightmare (5-scale) in less than 4 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Nightmare%20%285-Scale%29%20Speed-Chaser,,0
FALSE,FALSE,The Nightmare,Nightmare (Solo) Speed-Chaser,Defeat the Nightmare (Solo) in less than 19 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Nightmare%20%28Solo%29%20Speed-Chaser,,0
FALSE,FALSE,The Nightmare,Nightmare Master,Kill The Nightmare 50 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Nightmare%20Master,,0
FALSE,FALSE,The Nightmare,Terrible Parent,Kill the Nightmare solo without the Parasites healing the boss for more than 100 health.,Mechanical,6,https://oldschool.runescape.wiki/w/Terrible%20Parent,,0
FALSE,FALSE,The Nightmare,Nightmare (Solo) Speed-Runner,Defeat the Nightmare (Solo) in less than 16 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Nightmare%20%28Solo%29%20Speed-Runner,,0
FALSE,FALSE,The Nightmare,A Long Trip,Kill the Nightmare without any player losing any prayer points.,Restriction,6,https://oldschool.runescape.wiki/w/A%20Long%20Trip,,0
FALSE,FALSE,The Nightmare,Nightmare (5-Scale) Speed-Runner,Defeat the Nightmare (5-scale) in less than 3:30 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Nightmare%20%285-Scale%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood,Theatre of Blood Veteran,Complete the Theatre of Blood 25 times.,Kill Count,4,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%20Veteran,,0
FALSE,FALSE,Theatre of Blood,Perfect Xarpus,Kill Xarpus without anyone in the team taking any damage from Xarpus' attacks and without letting an exhumed heal Xarpus more than twice.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Xarpus,,0
FALSE,FALSE,Theatre of Blood,Theatre (5-Scale) Speed-Chaser,Complete the Theatre of Blood (5-scale) in less than 16 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Theatre%20%285-Scale%29%20Speed-Chaser,,0
FALSE,FALSE,Theatre of Blood,Perfect Verzik,Defeat Verzik Vitur without anyone in the team taking damage from Verzik Vitur's attacks other than her spider form's correctly prayed against regular magical and ranged attacks.,Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Verzik,,0
FALSE,FALSE,Theatre of Blood,Theatre (4-Scale) Speed-Chaser,Complete the Theatre of Blood (4-scale) in less than 17 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Theatre%20%284-Scale%29%20Speed-Chaser,,0
FALSE,FALSE,Theatre of Blood,A Timely Snack,Kill Sotetseg after surviving at least 3 ball attacks without sharing the damage and without anyone dying throughout the fight.,Mechanical,5,https://oldschool.runescape.wiki/w/A%20Timely%20Snack,,0
FALSE,FALSE,Theatre of Blood,Back in My Day...,Complete the Theatre of Blood without any member of the team equipping a Scythe of Vitur.,Restriction,5,https://oldschool.runescape.wiki/w/Back%20in%20My%20Day...,,0
FALSE,FALSE,Theatre of Blood,Perfect Sotesteg,"Kill Sotetseg without anyone in the team stepping on the wrong tile in the maze, without getting hit by the tornado and without taking any damage from Sotetseg's attacks whilst off prayer.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Sotesteg,,0
FALSE,FALSE,Theatre of Blood,Can't Drain This,Kill The Maiden of Sugadinti without anyone in the team losing any prayer points.,Restriction,5,https://oldschool.runescape.wiki/w/Can%27t%20Drain%20This,,0
FALSE,FALSE,Theatre of Blood,Can You Dance?,Kill Xarpus without anyone in the team using a ranged or magic weapon.,Restriction,5,https://oldschool.runescape.wiki/w/Can%20You%20Dance%3F,,0
FALSE,FALSE,Theatre of Blood,Pop It,Kill Verzik without any Nylocas being frozen and without anyone taking damage from the Nylocas.,Mechanical,5,https://oldschool.runescape.wiki/w/Pop%20It,,0
FALSE,FALSE,Theatre of Blood,Theatre (Trio) Speed-Chaser,Complete the Theatre of Blood (Trio) in less than 20 minutes.,Speed,5,https://oldschool.runescape.wiki/w/Theatre%20%28Trio%29%20Speed-Chaser,,0
FALSE,FALSE,Theatre of Blood,Two-Down,Kill the Pestilent Bloat before he shuts down for the third time.,Mechanical,5,https://oldschool.runescape.wiki/w/Two-Down,,0
FALSE,FALSE,Theatre of Blood,Perfect Maiden,"Kill The Maiden of Sugadinti without anyone in the team taking damage from the following sources: Blood Spawn projectiles and Blood Spawn trails. Also, without taking damage off prayer and without letting any of the Nylocas Matomenos heal The Maiden.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Maiden,,0
FALSE,FALSE,Theatre of Blood,Perfect Bloat,"Kill the Pestilent Bloat without anyone in the team taking damage from the following sources: Pestilent flies, Falling body parts or The Pestilent Bloats stomp attack.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Bloat,,0
FALSE,FALSE,Theatre of Blood,Theatre of Blood Master,Complete the Theatre of Blood 75 times.,Kill Count,5,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%20Master,,0
FALSE,FALSE,Theatre of Blood,Perfect Nylocas,"Kill the Nylocas Vasilias without anyone in the team attacking any Nylocas with the wrong attack style, without letting a pillar collapse and without getting hit by any of the Nylocas Vasilias attacks whilst off prayer.",Perfection,5,https://oldschool.runescape.wiki/w/Perfect%20Nylocas,,0
FALSE,FALSE,Theatre of Blood,Theatre (4-Scale) Speed-Runner,Complete the Theatre of Blood (4-scale) in less than 15 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%20%284-Scale%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood,Theatre of Blood Grandmaster,Complete the Theatre of Blood 150 times.,Kill Count,6,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%20Grandmaster,,0
FALSE,FALSE,Theatre of Blood,Perfect Theatre,"Complete the Theatre of Blood without anyone dying through any means and whilst everyone in the team completes the following Combat Achievement tasks in a single run: ""Perfect Maiden"", ""Perfect Bloat"", ""Perfect Nylocas"", ""Perfect Sotetseg"", ""Perfect Xarpus"" and ""Perfect Verzik"".",Perfection,6,https://oldschool.runescape.wiki/w/Perfect%20Theatre,,0
FALSE,FALSE,Theatre of Blood,Morytania Only,Complete the Theatre of Blood without any member of the team equipping a non-barrows weapon (except Dawnbringer).,Restriction,6,https://oldschool.runescape.wiki/w/Morytania%20Only,,0
FALSE,FALSE,Theatre of Blood,Theatre (Trio) Speed-Runner,Complete the Theatre of Blood (Trio) in less than 17 minutes and 30 seconds.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%20%28Trio%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood,Theatre (Duo) Speed-Runner,Complete the Theatre of Blood (Duo) in less than 26 minutes.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%20%28Duo%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood,Theatre (5-Scale) Speed-Runner,Complete the Theatre of Blood (5-scale) in less than 14 minutes and 15 seconds.,Speed,6,https://oldschool.runescape.wiki/w/Theatre%20%285-Scale%29%20Speed-Runner,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Theatre of Blood: SM Adept,Complete the Theatre of Blood: Entry Mode 1 time.,Kill Count,3,https://oldschool.runescape.wiki/w/Theatre%20of%20Blood%3A%20SM%20Adept,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Chally Time,Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode by using a crystal halberd special attack as your final attack.,Mechanical,4,https://oldschool.runescape.wiki/w/Chally%20Time,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,"Nylocas, On the Rocks","In the Theatre of Blood: Entry Mode, freeze any 4 Nylocas with a single Ice Barrage spell.",Mechanical,4,https://oldschool.runescape.wiki/w/Nylocas%2C%20On%20the%20Rocks,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,They Won't Expect This,"In the Theatre of Blood: Entry Mode, enter the Pestilent Bloat room from the opposite side.",Mechanical,4,https://oldschool.runescape.wiki/w/They%20Won%27t%20Expect%20This,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Appropriate Tools,Defeat the Pestilent Bloat in the Theatre of Blood: Entry Mode with everyone having a salve amulet equipped.,Mechanical,4,https://oldschool.runescape.wiki/w/Appropriate%20Tools,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Anticoagulants,Defeat the Maiden of Sugadinti in the Theatre of Blood: Entry Mode without letting any bloodspawn live for longer than 10 seconds.,Mechanical,4,https://oldschool.runescape.wiki/w/Anticoagulants,,0
FALSE,FALSE,Theatre of Blood: Entry Mode,Just To Be Safe,Defeat Sotetseg in the Theatre of Blood: Entry Mode after having split the big ball with your entire team. This must be done with a group size of at least 2.,Mechanical,4,https://oldschool.runescape.wiki/w/Just%20To%20Be%20Safe,,0
